location_id,incident_type,count,av_duration_hours
03880a15dbd16fc49c544b8b0b961979,cash_drawer,0,
03880a15dbd16fc49c544b8b0b961979,coffee,1,1.33
03880a15dbd16fc49c544b8b0b961979,frozen_drink,0,
03880a15dbd16fc49c544b8b0b961979,pin_pad,0,
03880a15dbd16fc49c544b8b0b961979,register,1,
03880a15dbd16fc49c544b8b0b961979,soda_fountain,1,13.23
03afb13edb961740983264904b96190a,cash_drawer,0,
03afb13edb961740983264904b96190a,coffee,0,
03afb13edb961740983264904b96190a,frozen_drink,1,4.43
03afb13edb961740983264904b96190a,pin_pad,0,
03afb13edb961740983264904b96190a,register,0,
03afb13edb961740983264904b96190a,soda_fountain,0,
03b00a72dbd61740983264904b961960,cash_drawer,0,
03b00a72dbd61740983264904b961960,coffee,1,10.52
03b00a72dbd61740983264904b961960,frozen_drink,0,
03b00a72dbd61740983264904b961960,pin_pad,2,5.2
03b00a72dbd61740983264904b961960,register,0,
03b00a72dbd61740983264904b961960,soda_fountain,1,4.32
03cf7d3edb961740983264904b961931,cash_drawer,0,
03cf7d3edb961740983264904b961931,coffee,1,
03cf7d3edb961740983264904b961931,frozen_drink,0,
03cf7d3edb961740983264904b961931,pin_pad,0,
03cf7d3edb961740983264904b961931,register,2,3.68
03cf7d3edb961740983264904b961931,soda_fountain,0,
03d7bd74dbe69b40983264904b9619e6,cash_drawer,1,
03d7bd74dbe69b40983264904b9619e6,coffee,0,
03d7bd74dbe69b40983264904b9619e6,frozen_drink,0,
03d7bd74dbe69b40983264904b9619e6,pin_pad,2,
03d7bd74dbe69b40983264904b9619e6,register,0,
03d7bd74dbe69b40983264904b9619e6,soda_fountain,1,
041042bedb961740983264904b96192f,cash_drawer,0,
041042bedb961740983264904b96192f,coffee,0,
041042bedb961740983264904b96192f,frozen_drink,2,26.865
041042bedb961740983264904b96192f,pin_pad,0,
041042bedb961740983264904b96192f,register,0,
041042bedb961740983264904b96192f,soda_fountain,1,1.35
042046bedb961740983264904b96196d,cash_drawer,1,1.72
042046bedb961740983264904b96196d,coffee,0,
042046bedb961740983264904b96196d,frozen_drink,0,
042046bedb961740983264904b96196d,pin_pad,1,1.92
042046bedb961740983264904b96196d,register,0,
042046bedb961740983264904b96196d,soda_fountain,1,5.19
042186f2dbd61740983264904b96197c,cash_drawer,0,
042186f2dbd61740983264904b96197c,coffee,0,
042186f2dbd61740983264904b96197c,frozen_drink,1,91.75
042186f2dbd61740983264904b96197c,pin_pad,0,
042186f2dbd61740983264904b96197c,register,0,
042186f2dbd61740983264904b96197c,soda_fountain,0,
0438bdf4dbe69b40983264904b961928,cash_drawer,0,
0438bdf4dbe69b40983264904b961928,coffee,0,
0438bdf4dbe69b40983264904b961928,frozen_drink,1,
0438bdf4dbe69b40983264904b961928,pin_pad,1,6.27
0438bdf4dbe69b40983264904b961928,register,0,
0438bdf4dbe69b40983264904b961928,soda_fountain,2,8.745000000000001
0441cef2dbd61740983264904b961900,cash_drawer,0,
0441cef2dbd61740983264904b961900,coffee,0,
0441cef2dbd61740983264904b961900,frozen_drink,1,
0441cef2dbd61740983264904b961900,pin_pad,2,7
0441cef2dbd61740983264904b961900,register,0,
0441cef2dbd61740983264904b961900,soda_fountain,2,5.04
04687578dbe69b40983264904b961925,cash_drawer,0,
04687578dbe69b40983264904b961925,coffee,0,
04687578dbe69b40983264904b961925,frozen_drink,0,
04687578dbe69b40983264904b961925,pin_pad,2,15.2
04687578dbe69b40983264904b961925,register,1,16.55
04687578dbe69b40983264904b961925,soda_fountain,0,
04687578dbe69b40983264904b961972,cash_drawer,0,
04687578dbe69b40983264904b961972,coffee,1,32
04687578dbe69b40983264904b961972,frozen_drink,1,7.51
04687578dbe69b40983264904b961972,pin_pad,1,2.57
04687578dbe69b40983264904b961972,register,0,
04687578dbe69b40983264904b961972,soda_fountain,3,5.9350000000000005
04783d78dbe69b40983264904b9619aa,cash_drawer,1,16
04783d78dbe69b40983264904b9619aa,coffee,0,
04783d78dbe69b40983264904b9619aa,frozen_drink,0,
04783d78dbe69b40983264904b9619aa,pin_pad,0,
04783d78dbe69b40983264904b9619aa,register,0,
04783d78dbe69b40983264904b9619aa,soda_fountain,0,
0486012f1b49c010d333dac2cd4bcbed,cash_drawer,1,5.25
0486012f1b49c010d333dac2cd4bcbed,coffee,0,
0486012f1b49c010d333dac2cd4bcbed,frozen_drink,1,1.47
0486012f1b49c010d333dac2cd4bcbed,pin_pad,0,
0486012f1b49c010d333dac2cd4bcbed,register,0,
0486012f1b49c010d333dac2cd4bcbed,soda_fountain,0,
04904a32dbd61740983264904b9619f5,cash_drawer,0,
04904a32dbd61740983264904b9619f5,coffee,1,
04904a32dbd61740983264904b9619f5,frozen_drink,0,
04904a32dbd61740983264904b9619f5,pin_pad,1,0.5
04904a32dbd61740983264904b9619f5,register,0,
04904a32dbd61740983264904b9619f5,soda_fountain,0,
04b04672dbd61740983264904b961902,cash_drawer,0,
04b04672dbd61740983264904b961902,coffee,0,
04b04672dbd61740983264904b961902,frozen_drink,0,
04b04672dbd61740983264904b961902,pin_pad,1,
04b04672dbd61740983264904b961902,register,1,
04b04672dbd61740983264904b961902,soda_fountain,1,4.43
04d100a41b5b77009cc74002dd4bcb39,cash_drawer,1,
04d100a41b5b77009cc74002dd4bcb39,coffee,3,8
04d100a41b5b77009cc74002dd4bcb39,frozen_drink,1,
04d100a41b5b77009cc74002dd4bcb39,pin_pad,1,7.02
04d100a41b5b77009cc74002dd4bcb39,register,1,
04d100a41b5b77009cc74002dd4bcb39,soda_fountain,0,
04eda3d81b2fe7844ebd7510cd4bcb2a,cash_drawer,0,
04eda3d81b2fe7844ebd7510cd4bcb2a,coffee,0,
04eda3d81b2fe7844ebd7510cd4bcb2a,frozen_drink,3,5.325
04eda3d81b2fe7844ebd7510cd4bcb2a,pin_pad,0,
04eda3d81b2fe7844ebd7510cd4bcb2a,register,0,
04eda3d81b2fe7844ebd7510cd4bcb2a,soda_fountain,0,
04f28a671b6d00dc81bdb802dd4bcbbe,cash_drawer,0,
04f28a671b6d00dc81bdb802dd4bcbbe,coffee,0,
04f28a671b6d00dc81bdb802dd4bcbbe,frozen_drink,1,3.23
04f28a671b6d00dc81bdb802dd4bcbbe,pin_pad,2,4.725
04f28a671b6d00dc81bdb802dd4bcbbe,register,0,
04f28a671b6d00dc81bdb802dd4bcbbe,soda_fountain,1,3.19
0514dc581bb1005038ee99ffbd4bcbde,cash_drawer,0,
0514dc581bb1005038ee99ffbd4bcbde,coffee,0,
0514dc581bb1005038ee99ffbd4bcbde,frozen_drink,1,5.3
0514dc581bb1005038ee99ffbd4bcbde,pin_pad,0,
0514dc581bb1005038ee99ffbd4bcbde,register,0,
0514dc581bb1005038ee99ffbd4bcbde,soda_fountain,3,6.18
052086bedb961740983264904b961955,cash_drawer,0,
052086bedb961740983264904b961955,coffee,0,
052086bedb961740983264904b961955,frozen_drink,2,3.095
052086bedb961740983264904b961955,pin_pad,0,
052086bedb961740983264904b961955,register,0,
052086bedb961740983264904b961955,soda_fountain,0,
0534339adbcdeb84997f1e133996194b,cash_drawer,0,
0534339adbcdeb84997f1e133996194b,coffee,0,
0534339adbcdeb84997f1e133996194b,frozen_drink,1,9.2
0534339adbcdeb84997f1e133996194b,pin_pad,0,
0534339adbcdeb84997f1e133996194b,register,0,
0534339adbcdeb84997f1e133996194b,soda_fountain,0,
0538fdf4dbe69b40983264904b9619b8,cash_drawer,0,
0538fdf4dbe69b40983264904b9619b8,coffee,0,
0538fdf4dbe69b40983264904b9619b8,frozen_drink,0,
0538fdf4dbe69b40983264904b9619b8,pin_pad,1,3.67
0538fdf4dbe69b40983264904b9619b8,register,3,7.165
0538fdf4dbe69b40983264904b9619b8,soda_fountain,2,6.43
0557bd70dbe69b40983264904b9619be,cash_drawer,0,
0557bd70dbe69b40983264904b9619be,coffee,0,
0557bd70dbe69b40983264904b9619be,frozen_drink,0,
0557bd70dbe69b40983264904b9619be,pin_pad,1,5.32
0557bd70dbe69b40983264904b9619be,register,0,
0557bd70dbe69b40983264904b9619be,soda_fountain,0,
0558bd38dbe69b40983264904b9619e2,cash_drawer,0,
0558bd38dbe69b40983264904b9619e2,coffee,0,
0558bd38dbe69b40983264904b9619e2,frozen_drink,1,4
0558bd38dbe69b40983264904b9619e2,pin_pad,0,
0558bd38dbe69b40983264904b9619e2,register,4,72.69666666666667
0558bd38dbe69b40983264904b9619e2,soda_fountain,6,16.467999999999996
05804632dbd61740983264904b961983,cash_drawer,0,
05804632dbd61740983264904b961983,coffee,1,3.17
05804632dbd61740983264904b961983,frozen_drink,1,4.94
05804632dbd61740983264904b961983,pin_pad,0,
05804632dbd61740983264904b961983,register,0,
05804632dbd61740983264904b961983,soda_fountain,0,
0581ce36dbd61740983264904b9619e8,cash_drawer,0,
0581ce36dbd61740983264904b9619e8,coffee,2,6.335
0581ce36dbd61740983264904b9619e8,frozen_drink,1,1.48
0581ce36dbd61740983264904b9619e8,pin_pad,1,0.48
0581ce36dbd61740983264904b9619e8,register,0,
0581ce36dbd61740983264904b9619e8,soda_fountain,0,
058739f0dbe69b40983264904b9619d7,cash_drawer,1,
058739f0dbe69b40983264904b9619d7,coffee,1,24
058739f0dbe69b40983264904b9619d7,frozen_drink,0,
058739f0dbe69b40983264904b9619d7,pin_pad,2,8
058739f0dbe69b40983264904b9619d7,register,1,
058739f0dbe69b40983264904b9619d7,soda_fountain,0,
05be75f6db961740983264904b9619d6,cash_drawer,0,
05be75f6db961740983264904b9619d6,coffee,3,0.28
05be75f6db961740983264904b9619d6,frozen_drink,2,3.95
05be75f6db961740983264904b9619d6,pin_pad,0,
